,mean,median,std,min,max
median active leaks,16976.666666666668,17012.5,95.9092452964433,16868.0,17049.5
median daily emissions,108.4341412948591,108.6795800233544,1.3693287123234696,106.958690990879,109.66415287034388
cumulative repaired leaks,10455.5,10435.0,133.4363143975432,10333.5,10598.0
