,datetime,mean,std,low,high,program,variable,value
0,2023-01-02,158.15962557380047,1.778663011065234,156.28623204760044,159.51117221643835,P_OGI,0,159.54999374973124
1,2023-01-03,158.08334302944766,1.8340798714337903,156.155709545267,159.49320038029433,P_OGI,0,159.53534295706743
2,2023-01-04,157.8903201998429,1.931584660634666,155.8645170704987,159.39085048737857,P_OGI,0,159.4373011315022
3,2023-01-05,158.04460702277746,2.0613468976087064,155.9874996989935,159.88059817678962,P_OGI,0,159.96353788645763
4,2023-01-06,157.9817521956252,2.1597624776019115,155.89765792498875,159.9991765768317,P_OGI,0,160.10122864089334
5,2023-01-07,158.0971568466384,2.15965031206054,156.07860355710145,160.18004853073475,P_OGI,0,160.29365821036578
6,2023-01-08,158.1709329927011,2.1785463428216785,156.27143467680943,160.36988091843526,P_OGI,0,160.50415679129696
7,2023-01-09,158.1337827605622,2.1531395357377083,156.34078858908757,160.3491948097226,P_OGI,0,160.491951349628
8,2023-01-10,158.31231516150834,2.3359094371309195,156.41168092526988,160.7338428616537,P_OGI,0,160.89354515323453
9,2023-01-11,158.16596490081847,2.58905352755212,155.9407684257064,160.7968701545663,P_OGI,0,160.96046013873482
10,2023-01-12,158.05827052393542,2.602451169454421,155.9105480559467,160.74419600166158,P_OGI,0,160.9188857642501
11,2023-01-13,157.85126398146932,2.640898184420649,155.60968688509578,160.54906026385433,P_OGI,0,160.7192984078815
12,2023-01-14,157.99954670191116,2.689108384023145,155.4514888440854,160.5607315800401,P_OGI,0,160.6963436027468
13,2023-01-15,158.0500814097026,2.7539027158903586,155.54539817610882,160.7623583491466,P_OGI,0,160.91796386644552
14,2023-01-16,158.06352274410528,2.8767775536670728,155.59110865808472,160.98683999195478,P_OGI,0,161.168618494896
15,2023-01-17,157.4592152696218,3.371221377187726,154.35087549074493,160.74679168253255,P_OGI,0,160.93092026364758
16,2023-01-18,157.08493860855353,3.3558340225320205,154.12585239341166,160.45267330306257,P_OGI,0,160.65522580892633
17,2023-01-19,156.75485653682816,3.414162156299327,153.96133060638732,160.2881798504485,P_OGI,0,160.51995212287926
18,2023-01-20,156.63777523901433,3.1503221666081878,153.78364190391736,159.74859343046953,P_OGI,0,159.9282145028593
19,2023-01-21,156.34733305677693,2.9605298826800306,153.75514170841183,159.32930966959776,P_OGI,0,159.51039111760727
20,2023-01-22,156.14721138420194,2.8877313891579055,153.6513420658485,159.07419061851024,P_OGI,0,159.25493626960107
21,2023-01-23,156.0157049542008,2.925465027341956,153.68818041197665,159.06705394584841,P_OGI,0,159.27247011255577
22,2023-01-24,155.82157753454132,2.94548114831659,153.42151393504292,158.8737123072702,P_OGI,0,159.07472690355814
23,2023-01-25,155.3406731108938,2.9576204532919257,152.88876698570047,158.3885449503017,P_OGI,0,158.58586115944792
24,2023-01-26,154.803510116975,3.113197856722861,152.20423056954044,158.00376924383508,P_OGI,0,158.20941629258164
25,2023-01-27,154.4787170463626,3.099642448393743,151.99393010286693,157.7054354119155,P_OGI,0,157.9212027204466
26,2023-01-28,153.80799866438716,2.87444035201553,151.84426629669412,156.87268870166272,P_OGI,0,157.10215893084333
27,2023-01-29,153.43692280628903,2.569262781281365,151.75339832606554,156.1816770210135,P_OGI,0,156.39184858863067
28,2023-01-30,152.94749859935075,2.504513695918075,151.13849362109963,155.6047669728053,P_OGI,0,155.7971472522257
29,2023-01-31,152.57885556740152,2.4958357617001345,150.65234972722263,155.199864827178,P_OGI,0,155.38081599067073
30,2023-02-01,152.43165008167767,2.535648671744821,150.4090623641168,155.07468002314639,P_OGI,0,155.25220433733563
31,2023-02-02,152.61085482417232,2.49369697270791,150.68334253174172,155.22889192549187,P_OGI,0,155.40944030598789
32,2023-02-03,151.930052013066,2.563925071678107,150.06397778182549,154.64789645965817,P_OGI,0,154.84368209402072
33,2023-02-04,151.71656575397165,2.5798081555245913,149.67587424820698,154.4112122598448,P_OGI,0,154.59352832982006
34,2023-02-05,151.02592634561344,2.3779557262285818,149.5851862067101,153.56832087029096,P_OGI,0,153.77034500228785
35,2023-02-06,150.60021106988168,2.2603269729312374,149.19105351524777,153.0170714519425,P_OGI,0,153.2066710898483
36,2023-02-07,150.0513509081901,1.4714087537330538,148.95511205862203,151.60612834464888,P_OGI,0,151.71635121820185
37,2023-02-08,149.8097886066912,1.2172147713767423,148.74842988016664,151.03837044361663,P_OGI,0,151.11338701772112
38,2023-02-09,149.29325921373095,0.9719700887159096,148.4317034312207,150.26588683791496,P_OGI,0,150.32395527891993
39,2023-02-10,149.00777719675906,1.0058026169236174,147.96652950565306,149.82986762273202,P_OGI,0,149.85956543059234
40,2023-02-11,148.86013408661333,1.1447692632476534,147.67946951038968,149.80686692696662,P_OGI,0,149.84221003399014
41,2023-02-12,148.3967363059185,1.1803271555578083,147.13579892067477,149.08256673687225,P_OGI,0,149.08305273761658
42,2023-02-13,148.18611603750477,1.28091775791428,146.9268011397248,149.3541168957448,P_OGI,0,149.4099365050305
43,2023-02-14,147.82738272628825,1.1582112559326458,146.6192984254253,148.74875987680275,P_OGI,0,148.7795006463129
44,2023-02-15,147.40748693892147,1.20430685857518,146.1935998521843,148.46048821307804,P_OGI,0,148.50594736295125
45,2023-02-16,147.36024302216273,1.492219829783336,146.03997127068732,148.8549974679539,P_OGI,0,148.94447263657545
46,2023-02-17,147.25923950293316,1.5930947859393367,145.661672790601,148.6659102929483,P_OGI,0,148.7281254167375
47,2023-02-18,147.05662484221443,1.6569999333333103,145.54154903381638,148.68253010496917,P_OGI,0,148.7749665710805
