,datetime,mean,std,low,high,program,variable,value
928,2023-07-21,14267.909836065575,116.1849040340802,14157.113387978141,14377.858606557376,P_OGI,2,14383.592896174863
929,2023-07-22,14330.072859744992,113.19904294462314,14221.836065573772,14436.896857923497,P_OGI,2,14442.43169398907
930,2023-07-23,14397.887067395264,110.21651203028786,14294.187841530056,14503.564207650275,P_OGI,2,14509.248633879784
931,2023-07-24,14456.06102003643,99.89284897050241,14364.146174863388,14553.627049180328,P_OGI,2,14559.112021857924
932,2023-07-25,14504.262295081966,95.12805376866291,14421.090163934427,14600.149590163935,P_OGI,2,14605.983606557378
933,2023-07-26,14552.131147540984,96.62696071110504,14471.45218579235,14651.459016393443,P_OGI,2,14657.841530054644
934,2023-07-27,14600.664845173042,96.74182650874174,14520.26844262295,14700.275273224042,P_OGI,2,14706.707650273223
935,2023-07-28,14650.528233151184,97.0856084916474,14567.48907103825,14749.390710382515,P_OGI,2,14755.573770491805
936,2023-07-29,14699.394353369766,97.56079065756715,14613.71243169399,14797.508879781422,P_OGI,2,14803.44262295082
937,2023-07-30,14746.265938069215,96.10232914034404,14664.174180327867,14844.181010928962,P_OGI,2,14850.314207650274
938,2023-07-31,14798.788706739528,100.76517672625822,14714.88524590164,14902.47131147541,P_OGI,2,14909.15300546448
939,2023-08-01,14855.300546448087,97.73224043715945,14779.807377049177,14957.919398907105,P_OGI,2,14965.0
940,2023-08-02,14914.139344262294,106.42300270520758,14839.842896174863,15027.428961748634,P_OGI,2,15035.806010928962
941,2023-08-03,14972.313296903461,105.08918503628117,14910.299863387976,15084.622267759562,P_OGI,2,15093.647540983606
942,2023-08-04,15045.446265938068,101.51251831317067,14981.554644808744,15153.982240437157,P_OGI,2,15162.45901639344
943,2023-08-05,15123.565573770495,100.65984265672434,15047.872950819674,15229.774590163935,P_OGI,2,15237.254098360658
944,2023-08-06,15204.344262295082,110.42686054604128,15118.280054644807,15320.07718579235,P_OGI,2,15328.005464480875
945,2023-08-07,15296.092896174863,103.48064703878455,15208.782103825135,15402.052595628418,P_OGI,2,15408.784153005468
946,2023-08-08,15378.866120218578,104.78906951229901,15291.455601092895,15486.620901639346,P_OGI,2,15493.551912568308
947,2023-08-09,15470.947176684882,97.83564378527966,15389.885928961747,15571.787568306012,P_OGI,2,15578.319672131149
948,2023-08-10,15566.352459016394,101.21162353165877,15480.088797814207,15669.569672131149,P_OGI,2,15676.051912568308
949,2023-08-11,15659.763205828778,95.42728686410732,15579.466530054644,15757.578551912567,P_OGI,2,15763.811475409835
950,2023-08-12,15754.83606557377,98.21948354250144,15677.547814207652,15857.554644808743,P_OGI,2,15864.535519125682
951,2023-08-13,15845.255009107466,94.53726657207697,15772.038934426228,15944.466530054644,P_OGI,2,15951.29781420765
952,2023-08-14,15939.995446265937,91.59855964792695,15873.161885245901,16037.062841530054,P_OGI,2,16044.043715846994
953,2023-08-15,16031.74408014572,92.24771697818048,15956.93237704918,16127.465163934427,P_OGI,2,16133.79781420765
954,2023-08-16,16125.487249544625,95.82769374264072,16042.547814207646,16222.554644808744,P_OGI,2,16228.53825136612
955,2023-08-17,16217.568306010928,89.62103068427638,16146.163934426228,16311.012295081966,P_OGI,2,16317.295081967211
956,2023-08-18,16308.984517304189,98.12999891963457,16232.876366120216,16411.935792349726,P_OGI,2,16419.016393442624
957,2023-08-19,16403.392531876136,94.0415213105299,16327.86612021858,16501.24112021858,P_OGI,2,16507.773224043714
958,2023-08-20,16495.141165755922,97.63721635981734,16416.72267759563,16596.729508196724,P_OGI,2,16603.51092896175
959,2023-08-21,16588.884335154828,91.41379364247955,16515.302595628415,16683.94057377049,P_OGI,2,16690.273224043714
960,2023-08-22,16683.95719489982,81.12473384362842,16621.362021857927,16769.15710382514,P_OGI,2,16775.04098360656
961,2023-08-23,16771.051912568306,85.51534694596775,16704.334699453553,16860.656420765026,P_OGI,2,16866.789617486338
962,2023-08-24,16869.781420765026,91.28677705529721,16797.379781420765,16965.070355191256,P_OGI,2,16971.502732240435
963,2023-08-25,16969.175774134786,100.27542612839692,16896.458333333336,17075.517759562837,P_OGI,2,17083.196721311473
964,2023-08-26,17047.95992714025,107.0860033939362,16971.253415300544,17161.68169398907,P_OGI,2,17169.95901639344
965,2023-08-27,17132.395264116578,106.73250140459747,17059.561475409835,17246.200136612024,P_OGI,2,17254.726775956286
966,2023-08-28,17222.481785063752,100.64172726094837,17147.969262295082,17328.92349726776,P_OGI,2,17336.502732240435
967,2023-08-29,17312.56830601093,105.54089929383476,17234.781420765026,17424.262295081968,P_OGI,2,17432.24043715847
968,2023-08-30,17399.663023679415,110.8284140912539,17316.80669398907,17516.709016393444,P_OGI,2,17524.986338797815
969,2023-08-31,17496.397996357013,102.9474698797414,17422.915983606556,17605.765027322406,P_OGI,2,17613.74316939891
970,2023-09-01,17578.83879781421,91.53701241803684,17515.262978142076,17676.321721311477,P_OGI,2,17683.551912568306
971,2023-09-02,17646.985428051,87.97650264625354,17591.35450819672,17741.0443989071,P_OGI,2,17748.374316939888
972,2023-09-03,17701.170309653917,79.74609304353788,17654.681010928965,17786.370218579235,P_OGI,2,17793.251366120217
973,2023-09-04,17759.34426229508,79.51295335329334,17710.777322404367,17844.36133879781,P_OGI,2,17851.09289617486
974,2023-09-05,17816.853369763205,83.2365180837569,17766.57445355191,17905.84289617486,P_OGI,2,17912.92349726776
975,2023-09-06,17869.708561020034,86.25837686626751,17812.099726775956,17961.789617486334,P_OGI,2,17968.770491803276
976,2023-09-07,17929.87704918033,87.64048988605076,17871.88592896175,18023.470628415304,P_OGI,2,18030.601092896177
977,2023-09-08,17992.372495446267,94.38987004631473,17927.134562841533,18092.930327868853,P_OGI,2,18100.409836065573
978,2023-09-09,18052.208561020034,89.12211726982379,17990.859972677597,18147.18169398907,P_OGI,2,18154.262295081968
979,2023-09-10,18114.37158469945,89.35986582718178,18055.38319672131,18209.810109289618,P_OGI,2,18217.090163934427
980,2023-09-11,18172.87795992714,91.16867463014887,18114.96994535519,18270.344262295082,P_OGI,2,18277.92349726776
981,2023-09-12,18237.367941712204,87.84074217721586,18184.429644808744,18331.27732240437,P_OGI,2,18338.75683060109
982,2023-09-13,18305.84699453552,104.53250101333451,18243.26844262295,18417.590846994535,P_OGI,2,18426.516393442624
983,2023-09-14,18363.02367941712,99.11323105367312,18302.256830601094,18469.0,P_OGI,2,18477.37704918033
984,2023-09-15,18416.876138433516,101.72294098484073,18346.13661202186,18525.196038251364,P_OGI,2,18533.224043715847
985,2023-09-16,18482.030965391623,95.76021005217768,18418.488387978145,18584.28415300546,P_OGI,2,18592.062841530053
986,2023-09-17,18548.515482695813,101.00177673644714,18484.058743169397,18656.486338797815,P_OGI,2,18664.863387978145
987,2023-09-18,18612.008196721312,106.24061524862476,18549.32991803279,18725.54713114754,P_OGI,2,18734.67213114754
988,2023-09-19,18666.193078324228,101.62512417173279,18607.071721311477,18774.762295081968,P_OGI,2,18783.53825136612
989,2023-09-20,18734.67213114754,96.75039311490139,18677.03005464481,18838.08879781421,P_OGI,2,18846.36612021858
