datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,rolling_cost_estimate_b,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,nat_repair_cost,verification_cost,natural_redund_tags,natural_n_tags,OGI_bayes_u_prop_sites_avail,OGI_bayes_u_cost,OGI_bayes_u_sites_visited,OGI_bayes_u_travel_time,OGI_bayes_u_survey_time,OGI_bayes_u_redund_tags,OGI_bayes_u_missed_leaks,OGI_bayes_u_sites_vis_w_leaks,OGI_bayes_u_eff_flags,OGI_bayes_u_n_tags,OGI_bayes_u_flags_redund1,OGI_bayes_u_flags_redund2,OGI_bayes_u_flag_wo_vent
2023-01-24,18294,42.0,42.0,1607.5956284153006,0.0,1180.0,79940.96195677016,18600.0,800.0,14200.0,0.0,0.0,71.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0
2023-01-25,18261,45.0,45.0,1671.4207650273224,0.0,1226.0,79860.77735082927,12800.0,200.0,9000.0,0.0,0.0,45.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,74.0,0.0,0.0,0.0
2023-01-26,18260,47.0,47.0,1744.22131147541,0.0,1281.0,79796.14358519747,14600.0,0.0,11000.0,0.0,0.0,55.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,61.0,0.0,0.0,0.0
2023-01-27,18252,45.0,45.0,1817.0218579234972,0.0,1336.0,79682.04752714754,14600.0,400.0,10600.0,0.0,0.0,53.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,0.0
2023-01-28,18242,49.0,49.0,1881.8442622950822,0.0,1383.0,79366.79588395612,13000.0,400.0,9000.0,0.0,0.0,45.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0
2023-01-29,18244,45.0,45.0,1956.639344262295,0.0,1440.0,79042.62946962912,15000.0,1200.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-01-30,18232,37.0,37.0,2019.467213114754,0.0,1485.0,78814.69685687551,12600.0,800.0,8200.0,0.0,0.0,41.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,68.0,0.0,0.0,0.0
2023-01-31,18224,54.0,54.0,2100.2459016393445,0.0,1548.0,78687.41646405957,16200.0,400.0,12200.0,0.0,0.0,61.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,67.0,0.0,0.0,0.0
2023-02-01,18215,57.0,57.0,2164.071038251366,0.0,1594.0,78646.80286716498,12800.0,800.0,8400.0,0.0,0.0,42.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0
2023-02-02,18226,52.0,52.0,2231.8852459016393,0.0,1644.0,78707.70665682777,13600.0,1200.0,8800.0,0.0,0.0,44.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-02-03,18228,38.0,38.0,2297.7049180327867,0.0,1692.0,78651.01584764305,13200.0,1000.0,8600.0,0.0,0.0,43.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,80.0,0.0,0.0,0.0
2023-02-04,18218,52.0,52.0,2370.5054644808743,0.0,1747.0,78657.52190877414,14600.0,600.0,10400.0,0.0,0.0,52.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,80.0,0.0,0.0,0.0
2023-02-05,18215,63.0,63.0,2440.314207650273,0.0,1799.0,78495.64600375056,14000.0,800.0,9600.0,0.0,0.0,48.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,57.0,0.0,0.0,0.0
2023-02-06,18226,50.0,50.0,2501.1475409836066,0.0,1842.0,78397.0263291123,12200.0,200.0,8400.0,0.0,0.0,42.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,58.0,0.0,0.0,0.0
2023-02-07,18233,51.0,51.0,2560.983606557377,0.0,1884.0,77902.67087471114,12000.0,200.0,8200.0,0.0,0.0,41.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-02-08,18242,48.0,48.0,2631.789617486339,0.0,1937.0,77816.7798621598,14200.0,1000.0,9600.0,0.0,0.0,48.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,72.0,0.0,0.0,0.0
2023-02-09,18237,43.0,43.0,2721.5437158469945,0.0,2009.0,77484.48818189708,18000.0,1600.0,12800.0,0.0,0.0,64.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,81.0,0.0,0.0,0.0
2023-02-10,18208,48.0,48.0,2793.346994535519,0.0,2063.0,77262.33360530174,14400.0,800.0,10000.0,0.0,0.0,50.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,70.0,0.0,0.0,0.0
2023-02-11,18202,59.0,59.0,2851.1885245901635,0.0,2103.0,77273.49868794096,11600.0,800.0,7200.0,0.0,0.0,36.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-02-12,18221,57.0,57.0,2940.94262295082,0.0,2175.0,76979.76967842963,18000.0,600.0,13800.0,0.0,0.0,69.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,57.0,0.0,0.0,0.0
2023-02-13,18206,49.0,49.0,3021.72131147541,0.0,2238.0,77172.50909934432,16200.0,1400.0,11200.0,0.0,0.0,56.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0
2023-02-14,18192,52.0,52.0,3082.554644808743,0.0,2281.0,76986.63859775629,12200.0,600.0,8000.0,0.0,0.0,40.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,62.0,0.0,0.0,0.0
2023-02-15,18201,51.0,51.0,3137.4043715846997,0.0,2318.0,76980.55092877797,11000.0,200.0,7200.0,0.0,0.0,36.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,70.0,0.0,0.0,0.0
2023-02-16,18215,41.0,41.0,3198.237704918033,0.0,2361.0,77194.42630585333,12200.0,400.0,8200.0,0.0,0.0,41.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0
2023-02-17,18213,64.0,64.0,3261.065573770492,0.0,2406.0,77289.05065436837,12600.0,0.0,9000.0,0.0,0.0,45.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0
2023-02-18,18232,45.0,45.0,3314.9180327868853,0.0,2442.0,77412.37366464704,10800.0,400.0,6800.0,0.0,0.0,34.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,61.0,0.0,0.0,0.0
2023-02-19,18241,41.0,41.0,3384.726775956284,0.0,2494.0,77235.7909583473,14000.0,800.0,9600.0,0.0,0.0,48.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,70.0,0.0,0.0,0.0
2023-02-20,18230,57.0,57.0,3452.540983606558,0.0,2544.0,76987.68916454096,13600.0,800.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,72.0,0.0,0.0,0.0
2023-02-21,18237,43.0,43.0,3527.33606557377,0.0,2601.0,76815.14324834321,15000.0,200.0,11200.0,0.0,0.0,56.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-02-22,18223,62.0,62.0,3596.1475409836066,0.0,2652.0,76778.59563141478,13800.0,800.0,9400.0,0.0,0.0,47.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0
2023-02-23,18234,47.0,47.0,3667.950819672131,0.0,2706.0,76826.65852521446,14400.0,200.0,10600.0,0.0,0.0,53.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,69.0,0.0,0.0,0.0
2023-02-24,18227,45.0,45.0,3728.7841530054643,0.0,2749.0,76630.96557123703,12200.0,400.0,8200.0,0.0,0.0,41.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,84.0,0.0,0.0,0.0
2023-02-25,18229,40.0,40.0,3802.5819672131147,0.0,2805.0,76471.77479394013,14800.0,200.0,11000.0,0.0,0.0,55.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0
2023-02-26,18213,42.0,42.0,3862.4180327868853,0.0,2847.0,76499.01635983419,12000.0,200.0,8200.0,0.0,0.0,41.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0
2023-02-27,18213,59.0,59.0,3924.248633879781,0.0,2891.0,75347.96404817345,12400.0,1200.0,7600.0,0.0,0.0,38.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,73.0,0.0,0.0,0.0
2023-02-28,18228,52.0,52.0,3996.051912568306,0.0,2945.0,74759.19489581301,14400.0,1200.0,9600.0,0.0,0.0,48.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0
2023-03-01,18226,54.0,54.0,4066.8579234972676,0.0,2998.0,74460.8693882992,14200.0,400.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,68.0,0.0,0.0,0.0
2023-03-02,18227,42.0,42.0,4152.622950819673,0.0,3066.0,74054.84745623278,17200.0,1200.0,12400.0,0.0,0.0,62.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,61.0,0.0,0.0,0.0
2023-03-03,18201,49.0,49.0,4232.404371584699,0.0,3128.0,73865.63927288268,16000.0,800.0,11600.0,0.0,0.0,58.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,67.0,0.0,0.0,0.0
2023-03-04,18188,60.0,60.0,4298.224043715847,0.0,3176.0,73938.65327673388,13200.0,600.0,9000.0,0.0,0.0,45.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,62.0,0.0,0.0,0.0
2023-03-05,18200,51.0,51.0,4359.057377049181,0.0,3219.0,73911.47691221374,12200.0,200.0,8400.0,0.0,0.0,42.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0
2023-03-06,18208,47.0,47.0,4431.857923497268,0.0,3274.0,73873.2561475101,14600.0,200.0,10800.0,0.0,0.0,54.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0
2023-03-07,18200,60.0,60.0,4500.669398907104,0.0,3325.0,73949.25732436733,13800.0,400.0,9800.0,0.0,0.0,49.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,72.0,0.0,0.0,0.0
2023-03-08,18209,50.0,50.0,4578.456284153005,0.0,3385.0,73779.26702651438,15600.0,800.0,11200.0,0.0,0.0,56.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0
2023-03-09,18199,49.0,49.0,4660.232240437158,0.0,3449.0,73587.69995839802,16400.0,600.0,12200.0,0.0,0.0,61.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,71.0,0.0,0.0,0.0
2023-03-10,18184,60.0,60.0,4728.046448087432,0.0,3499.0,73442.15417804751,13600.0,200.0,9800.0,0.0,0.0,49.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,71.0,0.0,0.0,0.0
2023-03-11,18194,56.0,56.0,4781.898907103826,0.0,3535.0,73402.0207963929,10800.0,600.0,6600.0,0.0,0.0,33.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0
2023-03-12,18214,42.0,42.0,4847.718579234972,0.0,3583.0,73172.0271764518,13200.0,600.0,9000.0,0.0,0.0,45.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,80.0,0.0,0.0,0.0
2023-03-13,18208,43.0,43.0,4913.53825136612,0.0,3631.0,73184.84055362621,13200.0,1000.0,8600.0,0.0,0.0,43.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-03-14,18203,45.0,45.0,4974.371584699454,0.0,3674.0,73141.4476564669,12200.0,400.0,8200.0,0.0,0.0,41.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,73.0,0.0,0.0,0.0
2023-03-15,18205,50.0,50.0,5032.213114754099,0.0,3714.0,73020.31243025484,11600.0,400.0,7600.0,0.0,0.0,38.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,56.0,0.0,0.0,0.0
2023-03-16,18215,47.0,47.0,5105.013661202186,0.0,3769.0,72706.19677868797,14600.0,1200.0,9800.0,0.0,0.0,49.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,76.0,0.0,0.0,0.0
2023-03-17,18207,51.0,51.0,5185.792349726776,0.0,3832.0,72479.56157347845,16200.0,600.0,12000.0,0.0,0.0,60.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0
2023-03-18,18195,41.0,41.0,5254.603825136612,0.0,3883.0,72413.68101854785,13800.0,0.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,62.0,0.0,0.0,0.0
2023-03-19,18185,49.0,49.0,5319.426229508197,0.0,3930.0,72438.88257458454,13000.0,600.0,8800.0,0.0,0.0,44.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,76.0,0.0,0.0,0.0
2023-03-20,18187,53.0,53.0,5392.226775956285,0.0,3985.0,71791.17746821421,14600.0,800.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-03-21,18185,37.0,37.0,5460.040983606557,0.0,4035.0,71743.31514577859,13600.0,1000.0,9000.0,0.0,0.0,45.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0
2023-03-22,18172,58.0,58.0,5522.868852459016,0.0,4080.0,71795.96968831643,12600.0,600.0,8400.0,0.0,0.0,42.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,76.0,0.0,0.0,0.0
2023-03-23,18185,44.0,44.0,5591.680327868853,0.0,4131.0,71484.04000750219,13800.0,800.0,9400.0,0.0,0.0,47.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-03-24,18178,51.0,51.0,5651.516393442623,0.0,4173.0,71606.63630540764,12000.0,0.0,8400.0,0.0,0.0,42.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,0.0
2023-03-25,18187,43.0,43.0,5715.341530054645,0.0,4231.0,71424.00839397269,12800.0,800.0,10800.0,0.0,0.0,54.0,1.0,1200.0,2.0,90.0,240.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0
2023-03-26,18172,49.0,49.0,5763.210382513661,0.0,4279.0,71558.55889449044,9600.0,200.0,9400.0,0.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-27,18173,58.0,58.0,5825.040983606557,0.0,4341.0,71472.3468646104,12400.0,800.0,11600.0,0.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28,18169,41.0,41.0,5868.920765027322,0.0,4385.0,71284.93091350634,8800.0,1400.0,7400.0,0.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29,18166,51.0,51.0,5918.784153005465,0.0,4435.0,71093.76280958066,10000.0,2000.0,8000.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30,18167,50.0,50.0,5975.628415300545,0.0,4492.0,70741.1695963073,11400.0,2200.0,9200.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31,18160,55.0,55.0,6044.439890710383,0.0,4561.0,70504.78062188004,13800.0,3600.0,10200.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,18146,53.0,53.0,6101.284153005465,0.0,4618.0,70331.59916768405,11400.0,3400.0,8000.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,18142,59.0,59.0,6160.122950819673,0.0,4677.0,69847.36921666042,11800.0,3600.0,8200.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-03,18142,45.0,45.0,6235.915300546448,0.0,4753.0,69427.59245150763,15200.0,3400.0,11800.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,18111,47.0,47.0,6304.726775956285,0.0,4822.0,69115.43794253228,13800.0,5000.0,8800.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05,18089,44.0,44.0,6387.5,0.0,4905.0,68230.06942652016,16600.0,4400.0,12200.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06,18050,46.0,46.0,6468.2786885245905,0.0,4986.0,67739.18102338952,16200.0,5200.0,11000.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-07,18015,56.0,56.0,6539.084699453552,0.0,5057.0,66616.32985713224,14200.0,6000.0,8200.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-08,18000,61.0,61.0,6619.863387978142,0.0,5138.0,65958.91314579977,16200.0,6600.0,9600.0,0.0,0.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-09,17980,50.0,50.0,6716.598360655738,0.0,5235.0,64995.29184614524,19400.0,7600.0,11800.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-10,17933,50.0,50.0,6814.330601092896,0.0,5333.0,64585.27208720166,19600.0,9200.0,10400.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-11,17885,60.0,60.0,6913.060109289617,0.0,5432.0,64393.09840115977,19800.0,10000.0,9800.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-12,17846,54.0,54.0,7010.792349726777,0.0,5530.0,63853.31489151341,19600.0,10000.0,9600.0,0.0,0.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-13,17802,50.0,50.0,7101.543715846995,0.0,5621.0,63331.63001905875,18200.0,10000.0,8200.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-14,17761,52.0,52.0,7191.29781420765,0.0,5711.0,62686.30449581399,18000.0,10000.0,8000.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-15,17723,59.0,59.0,7286.038251366121,0.0,5806.0,62245.48953112118,19000.0,9800.0,9200.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-16,17687,52.0,52.0,7388.756830601093,0.0,5909.0,61685.05646224829,20600.0,10000.0,10600.0,0.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-17,17636,37.0,37.0,7493.469945355191,0.0,6014.0,61113.94954107251,21000.0,10000.0,11000.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-18,17568,52.0,52.0,7601.174863387977,0.0,6122.0,60646.71746978885,21600.0,9800.0,11800.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-19,17512,53.0,53.0,7690.928961748635,0.0,6212.0,60343.10133157104,18000.0,10000.0,8000.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
