datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,rolling_cost_estimate_b,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,nat_repair_cost,verification_cost,natural_redund_tags,natural_n_tags,OGI_bayes_prop_sites_avail,OGI_bayes_cost,OGI_bayes_sites_visited,OGI_bayes_travel_time,OGI_bayes_survey_time,OGI_bayes_redund_tags,OGI_bayes_missed_leaks,OGI_bayes_sites_vis_w_leaks,OGI_bayes_eff_flags,OGI_bayes_n_tags,OGI_bayes_flags_redund1,OGI_bayes_flags_redund2,OGI_bayes_flag_wo_vent
2023-01-25,18129,42.0,42.0,1740.2322404371582,0.0,1295.0,78002.27914670145,13800.0,200.0,10000.0,0.0,0.0,50.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0
2023-01-26,18120,59.0,59.0,1829.9863387978141,0.0,1367.0,77781.07070776766,18000.0,1200.0,13200.0,0.0,0.0,66.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,69.0,0.0,0.0,0.0
2023-01-27,18107,43.0,43.0,1894.808743169399,0.0,1414.0,77721.39422404836,13000.0,600.0,8800.0,0.0,0.0,44.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,57.0,0.0,0.0,0.0
2023-01-28,18103,49.0,49.0,1970.601092896175,0.0,1472.0,77282.63437652556,15200.0,800.0,10800.0,0.0,0.0,54.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,78.0,0.0,0.0,0.0
2023-01-29,18094,66.0,66.0,2046.3934426229507,0.0,1530.0,77220.76031104077,15200.0,1200.0,10400.0,0.0,0.0,52.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-01-30,18102,56.0,56.0,2112.2131147540986,0.0,1578.0,77133.39231780796,13200.0,400.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,80.0,0.0,0.0,0.0
2023-01-31,18110,47.0,47.0,2187.0081967213114,0.0,1635.0,77080.74461719775,15000.0,400.0,11000.0,0.0,0.0,55.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-02-01,18100,59.0,59.0,2265.792349726776,0.0,1696.0,76977.12699094406,15800.0,1000.0,11200.0,0.0,0.0,56.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,56.0,0.0,0.0,0.0
2023-02-02,18098,52.0,52.0,2346.571038251366,0.0,1759.0,77037.62110526567,16200.0,1000.0,11600.0,0.0,0.0,58.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-02-03,18087,56.0,56.0,2419.3715846994537,0.0,1814.0,76652.27800468908,14600.0,1200.0,9800.0,0.0,0.0,49.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,81.0,0.0,0.0,0.0
2023-02-04,18088,73.0,73.0,2479.207650273224,0.0,1856.0,76754.71765664271,12000.0,200.0,8200.0,0.0,0.0,41.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,67.0,0.0,0.0,0.0
2023-02-05,18119,55.0,55.0,2550.013661202186,0.0,1909.0,76321.38121705232,14200.0,600.0,10000.0,0.0,0.0,50.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-02-06,18121,49.0,49.0,2623.8114754098365,0.0,1965.0,76180.47256794243,14800.0,800.0,10400.0,0.0,0.0,52.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0
2023-02-07,18114,58.0,58.0,2693.6202185792354,0.0,2017.0,76180.78984972899,14000.0,600.0,9800.0,0.0,0.0,49.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0
2023-02-08,18120,52.0,52.0,2753.4562841530055,0.0,2059.0,76103.85184839647,12000.0,600.0,7800.0,0.0,0.0,39.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,61.0,0.0,0.0,0.0
2023-02-09,18130,52.0,52.0,2808.3060109289613,0.0,2096.0,76144.91475563434,11000.0,200.0,7200.0,0.0,0.0,36.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,55.0,0.0,0.0,0.0
2023-02-10,18145,48.0,48.0,2878.114754098361,0.0,2148.0,76252.08307734992,14000.0,400.0,10000.0,0.0,0.0,50.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,69.0,0.0,0.0,0.0
2023-02-11,18141,53.0,53.0,2937.950819672131,0.0,2190.0,76214.25068674894,12000.0,400.0,8000.0,0.0,0.0,40.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-02-12,18152,56.0,56.0,3012.7459016393445,0.0,2247.0,76114.87168712195,15000.0,600.0,10800.0,0.0,0.0,54.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,71.0,0.0,0.0,0.0
2023-02-13,18151,51.0,51.0,3077.568306010929,0.0,2294.0,76097.34706295002,13000.0,200.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,69.0,0.0,0.0,0.0
2023-02-14,18155,48.0,48.0,3135.4098360655735,0.0,2334.0,75993.36459844784,11600.0,200.0,7800.0,0.0,0.0,39.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,74.0,0.0,0.0,0.0
2023-02-15,18163,63.0,63.0,3210.2049180327867,0.0,2391.0,75879.62671870644,15000.0,800.0,10600.0,0.0,0.0,53.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-02-16,18169,43.0,43.0,3276.024590163934,0.0,2439.0,75837.70711764412,13200.0,200.0,9400.0,0.0,0.0,47.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0
2023-02-17,18164,51.0,51.0,3348.825136612022,0.0,2494.0,75602.73277799436,14600.0,800.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,73.0,0.0,0.0,0.0
2023-02-18,18160,68.0,68.0,3414.6448087431695,0.0,2542.0,75630.46233765206,13200.0,600.0,9000.0,0.0,0.0,45.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,68.0,0.0,0.0,0.0
2023-02-19,18180,41.0,41.0,3482.459016393442,0.0,2592.0,75484.9120905815,13600.0,1000.0,9000.0,0.0,0.0,45.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,89.0,0.0,0.0,0.0
2023-02-20,18171,53.0,53.0,3551.2704918032787,0.0,2643.0,75401.9761925499,13800.0,600.0,9600.0,0.0,0.0,48.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,0.0
2023-02-21,18173,54.0,54.0,3632.049180327869,0.0,2706.0,75362.99333354199,16200.0,600.0,12000.0,0.0,0.0,60.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,56.0,0.0,0.0,0.0
2023-02-22,18164,46.0,46.0,3698.8661202185795,0.0,2755.0,75317.2999932571,13400.0,600.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,76.0,0.0,0.0,0.0
2023-02-23,18161,50.0,50.0,3780.6420765027324,0.0,2819.0,75210.51328206077,16400.0,1400.0,11400.0,0.0,0.0,57.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0
2023-02-24,18147,56.0,56.0,3845.4644808743174,0.0,2866.0,75208.69784154107,13000.0,1000.0,8400.0,0.0,0.0,42.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0
2023-02-25,18156,66.0,66.0,3905.3005464480875,0.0,2908.0,75028.67749805721,12000.0,1000.0,7400.0,0.0,0.0,37.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-02-26,18180,50.0,50.0,3984.084699453552,0.0,2969.0,75179.03256164784,15800.0,600.0,11600.0,0.0,0.0,58.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,78.0,0.0,0.0,0.0
2023-02-27,18169,47.0,47.0,4048.9071038251363,0.0,3016.0,75207.76611727566,13000.0,800.0,8600.0,0.0,0.0,43.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,73.0,0.0,0.0,0.0
2023-02-28,18169,37.0,37.0,4120.710382513661,0.0,3070.0,74869.74531675906,14400.0,1000.0,9800.0,0.0,0.0,49.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,70.0,0.0,0.0,0.0
2023-03-01,18152,48.0,48.0,4192.513661202186,0.0,3124.0,74527.8097089457,14400.0,800.0,10000.0,0.0,0.0,50.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,58.0,0.0,0.0,0.0
2023-03-02,18146,56.0,56.0,4261.325136612021,0.0,3175.0,74347.59498502161,13800.0,800.0,9400.0,0.0,0.0,47.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0
2023-03-03,18151,43.0,43.0,4331.133879781421,0.0,3227.0,74220.82290589565,14000.0,400.0,10000.0,0.0,0.0,50.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,73.0,0.0,0.0,0.0
2023-03-04,18142,50.0,50.0,4395.956284153005,0.0,3274.0,74215.75518743867,13000.0,600.0,8800.0,0.0,0.0,44.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,67.0,0.0,0.0,0.0
2023-03-05,18145,43.0,43.0,4478.729508196721,0.0,3339.0,74114.84640530904,16600.0,200.0,12800.0,0.0,0.0,64.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,57.0,0.0,0.0,0.0
2023-03-06,18123,50.0,50.0,4555.51912568306,0.0,3398.0,73733.07774044544,15400.0,400.0,11400.0,0.0,0.0,57.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-03-07,18114,49.0,49.0,4619.3442622950815,0.0,3444.0,73651.10015380937,12800.0,600.0,8600.0,0.0,0.0,43.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,62.0,0.0,0.0,0.0
2023-03-08,18117,51.0,51.0,4694.139344262295,0.0,3501.0,73405.67145426721,15000.0,1200.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,78.0,0.0,0.0,0.0
2023-03-09,18111,45.0,45.0,4758.96174863388,0.0,3548.0,73240.71794017032,13000.0,1000.0,8400.0,0.0,0.0,42.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-03-10,18109,49.0,49.0,4835.751366120219,0.0,3607.0,73305.16557526038,15400.0,0.0,11800.0,0.0,0.0,59.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,72.0,0.0,0.0,0.0
2023-03-11,18099,59.0,59.0,4918.524590163934,0.0,3672.0,73059.34132073013,16600.0,800.0,12200.0,0.0,0.0,61.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,67.0,0.0,0.0,0.0
2023-03-12,18093,73.0,73.0,4986.338797814207,0.0,3722.0,73186.572646233,13600.0,400.0,9600.0,0.0,0.0,48.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0
2023-03-13,18116,50.0,50.0,5051.161202185793,0.0,3769.0,73285.12010758067,13000.0,200.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,82.0,0.0,0.0,0.0
2023-03-14,18119,60.0,60.0,5125.956284153005,0.0,3826.0,72997.88783125445,15000.0,800.0,10600.0,0.0,0.0,53.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,68.0,0.0,0.0,0.0
2023-03-15,18122,59.0,59.0,5206.734972677596,0.0,3889.0,72606.00601266419,16200.0,800.0,11800.0,0.0,0.0,59.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,86.0,0.0,0.0,0.0
2023-03-16,18118,55.0,55.0,5272.554644808743,0.0,3937.0,72509.68864194375,13200.0,1200.0,8400.0,0.0,0.0,42.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0
2023-03-17,18125,52.0,52.0,5339.371584699455,0.0,3986.0,72503.61483651523,13400.0,600.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,80.0,0.0,0.0,0.0
2023-03-18,18128,43.0,43.0,5419.153005464481,0.0,4048.0,72446.38835477711,16000.0,400.0,12000.0,0.0,0.0,60.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-03-19,18109,45.0,45.0,5483.975409836066,0.0,4095.0,72464.71712038862,13000.0,600.0,8800.0,0.0,0.0,44.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-03-20,18107,54.0,54.0,5537.82786885246,0.0,4131.0,72299.68712906529,10800.0,400.0,6800.0,0.0,0.0,34.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,56.0,0.0,0.0,0.0
2023-03-21,18125,58.0,58.0,5604.644808743169,0.0,4180.0,72191.22080857349,13400.0,1000.0,8800.0,0.0,0.0,44.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-03-22,18134,49.0,49.0,5675.450819672132,0.0,4233.0,72144.27748101609,14200.0,0.0,10600.0,0.0,0.0,53.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-03-23,18130,42.0,42.0,5739.275956284154,0.0,4279.0,72404.62709951497,12800.0,0.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,71.0,0.0,0.0,0.0
2023-03-24,18126,43.0,43.0,5802.103825136612,0.0,4324.0,72334.10933570439,12600.0,400.0,8600.0,0.0,0.0,43.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,82.0,0.0,0.0,0.0
2023-03-25,18124,44.0,44.0,5843.9890710382515,0.0,4360.0,72250.18619926559,8400.0,600.0,6600.0,0.0,0.0,33.0,1.0,1200.0,2.0,90.0,240.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0
2023-03-26,18132,59.0,59.0,5884.877049180327,0.0,4401.0,72286.63185473923,8200.0,200.0,8000.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-27,18150,55.0,55.0,5932.745901639344,0.0,4449.0,71921.52579219783,9600.0,1000.0,8600.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28,18157,57.0,57.0,5992.581967213116,0.0,4509.0,71704.44867590876,12000.0,800.0,11200.0,0.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29,18154,44.0,44.0,6046.434426229508,0.0,4563.0,71516.60236982093,10800.0,1000.0,9800.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30,18144,43.0,43.0,6110.259562841529,0.0,4627.0,71299.29792900391,12800.0,1400.0,11400.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31,18123,51.0,51.0,6162.117486338798,0.0,4679.0,71218.0095190357,10400.0,1600.0,8800.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,18122,61.0,61.0,6232.9234972677605,0.0,4750.0,70667.61271709211,14200.0,2800.0,11400.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,18112,54.0,54.0,6288.770491803278,0.0,4806.0,70461.4381401303,11200.0,2400.0,8800.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-03,18110,48.0,48.0,6346.612021857923,0.0,4864.0,69986.83492166491,11600.0,3800.0,7800.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,18100,46.0,46.0,6412.431693989071,0.0,4930.0,69622.63147676873,13200.0,4600.0,8600.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05,18080,46.0,46.0,6484.234972677596,0.0,5002.0,69067.15384649255,14400.0,4400.0,10000.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06,18054,60.0,60.0,6549.05737704918,0.0,5067.0,68761.79471338609,13000.0,5200.0,7800.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-07,18049,42.0,42.0,6637.814207650273,0.0,5156.0,68213.35532876986,17800.0,5800.0,12000.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-08,18002,53.0,53.0,6736.543715846995,0.0,5255.0,67586.32580802808,19800.0,7600.0,12200.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-09,17956,58.0,58.0,6840.259562841529,0.0,5359.0,67116.18211021149,20800.0,8400.0,12400.0,0.0,0.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-10,17910,44.0,44.0,6937.991803278689,0.0,5457.0,66569.18242759322,19600.0,9200.0,10400.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-11,17856,53.0,53.0,7028.743169398907,0.0,5548.0,65934.92126800692,18200.0,10000.0,8200.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-12,17818,57.0,57.0,7114.508196721311,0.0,5634.0,65320.16651830718,17200.0,10000.0,7200.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-13,17789,49.0,49.0,7215.232240437159,0.0,5735.0,64384.05005424229,20200.0,9800.0,10400.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-14,17737,51.0,51.0,7308.975409836066,0.0,5829.0,63960.31713942776,18800.0,10000.0,8800.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-15,17694,55.0,55.0,7417.677595628416,0.0,5938.0,63350.872032630046,21800.0,10000.0,11800.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-16,17640,50.0,50.0,7510.4234972677605,0.0,6031.0,62717.818056472315,18600.0,10000.0,8600.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-17,17597,48.0,48.0,7601.174863387977,0.0,6122.0,62201.09978749973,18200.0,10000.0,8200.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-18,17554,40.0,40.0,7685.94262295082,0.0,6207.0,61579.42360739946,17000.0,9800.0,7200.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-19,17509,51.0,51.0,7771.707650273223,0.0,6293.0,60770.3237995514,17200.0,10000.0,7200.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
