datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,rolling_cost_estimate_b,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,nat_repair_cost,verification_cost,natural_redund_tags,natural_n_tags,OGI_QE_prop_sites_avail,OGI_QE_cost,OGI_QE_sites_visited,OGI_QE_travel_time,OGI_QE_survey_time,OGI_QE_redund_tags,OGI_QE_missed_leaks,OGI_QE_sites_vis_w_leaks,OGI_QE_eff_flags,OGI_QE_n_tags,OGI_QE_flags_redund1,OGI_QE_flags_redund2,OGI_QE_flag_wo_vent
2023-02-06,18244,55.0,55.0,2524.084699453552,0.0,1865.0,75860.27986949321,14800.0,800.0,10400.0,0.0,0.0,52.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,68.0,0.0,0.0,0.0
2023-02-07,18243,45.0,45.0,2583.9207650273224,0.0,1907.0,75908.88757719815,12000.0,0.0,8400.0,0.0,0.0,42.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,70.0,0.0,0.0,0.0
2023-02-08,18246,51.0,51.0,2635.77868852459,0.0,1941.0,75908.06878314567,10400.0,400.0,6400.0,0.0,0.0,32.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,71.0,0.0,0.0,0.0
2023-02-09,18263,51.0,51.0,2704.5901639344265,0.0,1992.0,75845.39933159579,13800.0,400.0,9800.0,0.0,0.0,49.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0
2023-02-10,18263,57.0,57.0,2761.434426229508,0.0,2031.0,75941.06879631459,11400.0,400.0,7400.0,0.0,0.0,37.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,68.0,0.0,0.0,0.0
2023-02-11,18281,39.0,39.0,2846.2021857923496,0.0,2098.0,75816.06293237464,17000.0,600.0,12800.0,0.0,0.0,64.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-02-12,18253,51.0,51.0,2920.997267759563,0.0,2155.0,75864.78938389967,15000.0,0.0,11400.0,0.0,0.0,57.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,78.0,0.0,0.0,0.0
2023-02-13,18247,41.0,41.0,2990.8060109289613,0.0,2207.0,75608.04342435279,14000.0,800.0,9600.0,0.0,0.0,48.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,0.0
2023-02-14,18236,54.0,54.0,3077.568306010929,0.0,2276.0,75429.53748141968,17400.0,1400.0,12400.0,0.0,0.0,62.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,68.0,0.0,0.0,0.0
2023-02-15,18221,49.0,49.0,3156.3524590163934,0.0,2337.0,75201.3063764851,15800.0,1200.0,11000.0,0.0,0.0,55.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,58.0,0.0,0.0,0.0
2023-02-16,18209,54.0,54.0,3237.1311475409834,0.0,2400.0,75105.9250556708,16200.0,200.0,12400.0,0.0,0.0,62.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,74.0,0.0,0.0,0.0
2023-02-17,18200,48.0,48.0,3304.945355191257,0.0,2450.0,75176.99797946424,13600.0,1200.0,8800.0,0.0,0.0,44.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,50.0,0.0,0.0,0.0
2023-02-18,18198,51.0,51.0,3396.6939890710387,0.0,2524.0,74962.37755698488,18400.0,1200.0,13600.0,0.0,0.0,68.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0
2023-02-19,18175,37.0,37.0,3481.4617486338802,0.0,2591.0,74777.62858393867,17000.0,1200.0,12200.0,0.0,0.0,61.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-02-20,18145,50.0,50.0,3553.2650273224044,0.0,2645.0,74452.53548147604,14400.0,1400.0,9400.0,0.0,0.0,47.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,67.0,0.0,0.0,0.0
2023-02-21,18141,55.0,55.0,3620.0819672131147,0.0,2694.0,74360.47624836225,13400.0,1200.0,8600.0,0.0,0.0,43.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,68.0,0.0,0.0,0.0
2023-02-22,18147,30.0,30.0,3694.877049180328,0.0,2751.0,74116.86609281362,15000.0,400.0,11000.0,0.0,0.0,55.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,56.0,0.0,0.0,0.0
2023-02-23,18120,43.0,43.0,3754.7131147540986,0.0,2793.0,74002.65165279675,12000.0,1000.0,7400.0,0.0,0.0,37.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,69.0,0.0,0.0,0.0
2023-02-24,18121,41.0,41.0,3826.516393442623,0.0,2847.0,73665.24391037342,14400.0,600.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,70.0,0.0,0.0,0.0
2023-02-25,18108,49.0,49.0,3898.319672131148,0.0,2901.0,73726.60839845563,14400.0,200.0,10600.0,0.0,0.0,53.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-02-26,18103,47.0,47.0,3963.1420765027324,0.0,2948.0,73778.46833745293,13000.0,200.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,62.0,0.0,0.0,0.0
2023-02-27,18103,59.0,59.0,4036.9398907103828,0.0,3004.0,73072.95223590592,14800.0,600.0,10600.0,0.0,0.0,53.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,73.0,0.0,0.0,0.0
2023-02-28,18106,47.0,47.0,4128.688524590164,0.0,3078.0,72910.65248224622,18400.0,600.0,14200.0,0.0,0.0,71.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0
2023-03-01,18079,38.0,38.0,4201.4890710382515,0.0,3133.0,72707.44592155739,14600.0,800.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-03-02,18062,44.0,44.0,4262.3224043715845,0.0,3176.0,72651.99083059026,12200.0,200.0,8400.0,0.0,0.0,42.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0
2023-03-03,18063,63.0,63.0,4321.161202185793,0.0,3217.0,72732.04279803534,11800.0,400.0,7800.0,0.0,0.0,39.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0
2023-03-04,18085,49.0,49.0,4388.975409836066,0.0,3267.0,72510.84426401819,13600.0,600.0,9400.0,0.0,0.0,47.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,58.0,0.0,0.0,0.0
2023-03-05,18084,50.0,50.0,4452.8005464480875,0.0,3313.0,72536.12778540795,12800.0,0.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-03-06,18088,34.0,34.0,4518.620218579235,0.0,3361.0,72258.34335547552,13200.0,1000.0,8600.0,0.0,0.0,43.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0
2023-03-07,18074,48.0,48.0,4592.418032786885,0.0,3417.0,72152.58843685656,14800.0,400.0,10800.0,0.0,0.0,54.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,62.0,0.0,0.0,0.0
2023-03-08,18066,46.0,46.0,4662.226775956285,0.0,3469.0,71647.7999747329,14000.0,1000.0,9400.0,0.0,0.0,47.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,61.0,0.0,0.0,0.0
2023-03-09,18060,44.0,44.0,4735.027322404372,0.0,3524.0,71621.2173661876,14600.0,400.0,10600.0,0.0,0.0,53.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,57.0,0.0,0.0,0.0
2023-03-10,18049,50.0,50.0,4806.830601092896,0.0,3578.0,71258.67805482137,14400.0,1400.0,9400.0,0.0,0.0,47.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0
2023-03-11,18045,48.0,48.0,4881.625683060109,0.0,3635.0,71001.61194693633,15000.0,1200.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-03-12,18036,50.0,50.0,4963.401639344262,0.0,3699.0,70844.49304172772,16400.0,800.0,12000.0,0.0,0.0,60.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,73.0,0.0,0.0,0.0
2023-03-13,18022,49.0,49.0,5030.218579234972,0.0,3748.0,70603.09666222219,13400.0,1000.0,8800.0,0.0,0.0,44.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0
2023-03-14,18022,56.0,56.0,5101.024590163934,0.0,3801.0,70680.1276422589,14200.0,400.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,69.0,0.0,0.0,0.0
2023-03-15,18025,45.0,45.0,5170.833333333334,0.0,3853.0,70718.26726407657,14000.0,400.0,10000.0,0.0,0.0,50.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0
2023-03-16,18018,60.0,60.0,5241.639344262295,0.0,3906.0,71147.00893916805,14200.0,400.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,70.0,0.0,0.0,0.0
2023-03-17,18025,43.0,43.0,5317.431693989071,0.0,3964.0,71047.38238630928,15200.0,200.0,11400.0,0.0,0.0,57.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0
2023-03-18,18010,54.0,54.0,5387.240437158471,0.0,4016.0,70963.31527421133,14000.0,600.0,9800.0,0.0,0.0,49.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,61.0,0.0,0.0,0.0
2023-03-19,18012,52.0,52.0,5452.062841530054,0.0,4063.0,70719.32378842466,13000.0,800.0,8600.0,0.0,0.0,43.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,82.0,0.0,0.0,0.0
2023-03-20,18017,36.0,36.0,5523.8661202185785,0.0,4117.0,70666.65088573932,14400.0,400.0,10400.0,0.0,0.0,52.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0
2023-03-21,17999,55.0,55.0,5590.68306010929,0.0,4166.0,70600.7003719531,13400.0,400.0,9400.0,0.0,0.0,47.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-03-22,18005,45.0,45.0,5652.513661202185,0.0,4210.0,70472.83456888467,12400.0,600.0,8200.0,0.0,0.0,41.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0
2023-03-23,18006,53.0,53.0,5719.330601092896,0.0,4259.0,70477.51554193354,13400.0,200.0,9600.0,0.0,0.0,48.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0
2023-03-24,18010,49.0,49.0,5786.147540983607,0.0,4308.0,70455.14328862276,13400.0,400.0,9400.0,0.0,0.0,47.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,83.0,0.0,0.0,0.0
2023-03-25,18010,51.0,51.0,5843.9890710382515,0.0,4360.0,70179.98449601975,11600.0,800.0,9600.0,0.0,0.0,48.0,1.0,1200.0,2.0,90.0,240.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0
2023-03-26,18009,48.0,48.0,5898.838797814207,0.0,4415.0,70139.81821663158,11000.0,0.0,11000.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-27,18002,39.0,39.0,5952.691256830601,0.0,4469.0,69672.11843404367,10800.0,600.0,10200.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28,17987,48.0,48.0,6000.560109289617,0.0,4517.0,68609.57464254052,9600.0,800.0,8800.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29,17987,63.0,63.0,6062.390710382514,0.0,4579.0,68505.21968346252,12400.0,600.0,11800.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30,17988,49.0,49.0,6119.234972677596,0.0,4636.0,68264.72243379256,11400.0,1000.0,10400.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31,17980,57.0,57.0,6189.043715846995,0.0,4706.0,68208.07279272428,14000.0,1800.0,12200.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,17967,57.0,57.0,6244.890710382514,0.0,4762.0,67986.30500123103,11200.0,2600.0,8600.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,17968,51.0,51.0,6320.68306010929,0.0,4838.0,67462.51315719231,15200.0,3800.0,11400.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-03,17943,52.0,52.0,6386.502732240438,0.0,4904.0,67256.737509646,13200.0,3800.0,9400.0,0.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,17929,54.0,54.0,6448.333333333334,0.0,4966.0,67007.02280634115,12400.0,3600.0,8800.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05,17921,52.0,52.0,6522.131147540984,0.0,5040.0,66728.58406576529,14800.0,4000.0,10800.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06,17899,56.0,56.0,6593.934426229508,0.0,5112.0,66171.97672636229,14400.0,4800.0,9600.0,0.0,0.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-07,17883,48.0,48.0,6668.729508196722,0.0,5187.0,65704.75435015679,15000.0,5200.0,9800.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-08,17856,43.0,43.0,6741.530054644809,0.0,5260.0,65255.26197569711,14600.0,6600.0,8000.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-09,17826,58.0,58.0,6819.31693989071,0.0,5338.0,64673.503873673006,15600.0,7000.0,8600.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-10,17806,53.0,53.0,6924.030054644809,0.0,5443.0,63662.54583723801,21000.0,8800.0,12200.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-11,17754,44.0,44.0,7027.745901639344,0.0,5547.0,62616.2481995601,20800.0,10000.0,10800.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-12,17694,46.0,46.0,7116.502732240438,0.0,5636.0,62040.53277906589,17800.0,10000.0,7800.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-13,17651,63.0,63.0,7221.215846994535,0.0,5741.0,61529.396085875094,21000.0,9800.0,11200.0,0.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-14,17609,45.0,45.0,7331.912568306011,0.0,5852.0,60754.400210275286,22200.0,10000.0,12200.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-15,17543,35.0,35.0,7426.653005464481,0.0,5947.0,60169.33128826208,19000.0,10000.0,9000.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-16,17483,48.0,48.0,7520.396174863388,0.0,6041.0,59728.78410893362,18800.0,10000.0,8800.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-17,17437,64.0,64.0,7622.117486338798,0.0,6143.0,59498.45250541909,20400.0,10000.0,10400.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-18,17399,60.0,60.0,7718.852459016394,0.0,6240.0,59157.7976689534,19400.0,10000.0,9400.0,0.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-19,17362,66.0,66.0,7814.5901639344265,0.0,6336.0,58855.59698995622,19200.0,10000.0,9200.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
